127.0.0.1 - - [20/Nov/2024:09:24:46 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8941
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8941
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8941
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:13 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:14 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8941
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:14 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:14 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 8941
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:14 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:35:14 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:38:18 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9050
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:39:45 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:41:41 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9157
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9157
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9157
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9157
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9157
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9157
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:20 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9157
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:20 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:42:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:38 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:38 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:38 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:38 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:38 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9151
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:43:39 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9169
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:19 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9169
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:19 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:19 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:20 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9169
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:20 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:20 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9169
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:20 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:44:20 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9332
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9332
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9332
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9332
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:25 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:26 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:31 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9320
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:31 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:31 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:31 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9320
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:31 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:31 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:32 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9320
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:32 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:45:32 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9358
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9358
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9358
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:07 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:08 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9358
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:08 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:08 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:08 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9358
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:08 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:46:08 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:01 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:02 +0900] "GET /StudyJavascript/js12_1114_final/final_exam_answer.html HTTP/1.1" 200 9291
0:0:0:0:0:0:0:1 - - [20/Nov/2024:11:47:02 +0900] "GET /StudyJavascript/js12_1114_final/profile_img/pengsu.jpg HTTP/1.1" 404 874
